strain	virus	date	region	country	gisaid_epi_isl
hCoV-19/Japan/PG-21348/2021	ncov	2021-01-03	Asia	Japan	EPI_ISL_1426295
hCoV-19/Canada/QC-HCLM-7056120526/2020	ncov	2020-10-30	North America	Canada	EPI_ISL_1390955
hCoV-19/Indonesia/BT-EIJK163/2021	ncov	2021-01-12	Asia	Indonesia	EPI_ISL_1283996
hCoV-19/India/WB-1930300452333/2021	ncov	2021-01-15	Asia	India	EPI_ISL_1419697
hCoV-19/Tahiti/HCL021013242701/2020	ncov	2020-12-15	Oceania	French Polynesia	EPI_ISL_1371897
hCoV-19/Aruba/AW-RIVM-16022/2021	ncov	2021-02-25	Caribbean	Aruba	EPI_ISL_1232697
hCoV-19/CzechRepublic/FNB15756/2021	ncov	2021-02-14	Europe	Czech Republic	EPI_ISL_1299997
hCoV-19/Bonaire/BQ-RIVM-16957/2021	ncov	2021-02-26	Caribbean	Bonaire	EPI_ISL_1289399
hCoV-19/Bahamas/10929/2021	ncov	2021-01-18	Caribbean	The Bahamas	EPI_ISL_1415419
hCoV-19/Japan/PG-28369/2021	ncov	2021-01-04	Asia	Japan	EPI_ISL_1432456
hCoV-19/Japan/PG-22888/2021	ncov	2021-01-18	Asia	Japan	EPI_ISL_1427558
hCoV-19/SintMaarten/SX-RIVM-13820/2021	ncov	2021-02-16	Caribbean	Sint Maarten	EPI_ISL_1090258
hCoV-19/PuertoRico/PR-CDC-S85/2020	ncov	2020-08-28	Caribbean	Puerto Rico	EPI_ISL_940958
hCoV-19/SintMaarten/SX-RIVM-10826/2021	ncov	2021-01-21	Caribbean	Sint Maarten	EPI_ISL_1035240
hCoV-19/Canada/BC-BCCDC-6242/2020	ncov	2020-10-07	North America	Canada	EPI_ISL_974181
hCoV-19/Martinique/HCL021028546301/2021	ncov	2021-01-31	Caribbean	Martinique	EPI_ISL_1265608
hCoV-19/CostaRica/INC-0254/2021	ncov	2021-01-25	North America	Costa Rica	EPI_ISL_1067618
hCoV-19/USA/AZ-ASPHL-2809/2020	ncov	2020-11-09	North America	USA	EPI_ISL_1315603
hCoV-19/SintMaarten/SX-RIVM-13827/2021	ncov	2021-02-16	Caribbean	Sint Maarten	EPI_ISL_1090260
hCoV-19/India/TG-CCMB-BB129/2020	ncov	2020-12-23	Asia	India	EPI_ISL_1380461
hCoV-19/Brazil/PE-UFPE034/2020	ncov	2020-07-02	South America	Brazil	EPI_ISL_1117432
hCoV-19/USA/CA-SEARCH-7470/2021	ncov	2021-02-19	North America	USA	EPI_ISL_1295755
hCoV-19/Brazil/MS-1261/2020	ncov	2020-09-19	South America	Brazil	EPI_ISL_1040835
hCoV-19/Guadeloupe/IPP02964/2021	ncov	2021-01-29	Caribbean	Guadeloupe	EPI_ISL_1013420
hCoV-19/Bonaire/BQ-RIVM-16966/2021	ncov	2021-02-26	Caribbean	Bonaire	EPI_ISL_1288137
hCoV-19/Curacao/CW-RIVM-15604/2021	ncov	2021-02-16	Caribbean	Curacao	EPI_ISL_1232279
hCoV-19/Rwanda/NRLNAT3065/2021	ncov	2021-02-05	Africa	Rwanda	EPI_ISL_1301759
hCoV-19/England/MILK-12B516C/2021	ncov	2021-02-14	Europe	United Kingdom	EPI_ISL_1069875
hCoV-19/Norway/3439/2021	ncov	2021-02-09	Europe	Norway	EPI_ISL_1317329
hCoV-19/Norway/4618/2021	ncov	2021-02-21	Europe	Norway	EPI_ISL_1317461
hCoV-19/England/QEUH-13D0337/2021	ncov	2021-03-12	Europe	United Kingdom	EPI_ISL_1330139
hCoV-19/England/ALDP-13C8411/2021	ncov	2021-03-10	Europe	United Kingdom	EPI_ISL_1331151
hCoV-19/Germany/NI-RKI-I-042977/2021	ncov	2021-02-22	Europe	Germany	EPI_ISL_1350165
hCoV-19/Curacao/CW-RIVM-16533/2021	ncov	2021-03-01	Caribbean	Curacao	EPI_ISL_1288896
hCoV-19/PuertoRico/PR-CDC-S80/2020	ncov	2020-08-20	Caribbean	Puerto Rico	EPI_ISL_940953
hCoV-19/Martinique/HCL021023926801/2021	ncov	2021-02-01	Caribbean	Martinique	EPI_ISL_1359971
hCoV-19/Bonaire/BQ-RIVM-17574/2021	ncov	2021-03-04	Caribbean	Bonaire	EPI_ISL_1370218
hCoV-19/Bonaire/BQ-RIVM-17611/2021	ncov	2021-03-09	Caribbean	Bonaire	EPI_ISL_1370238
hCoV-19/Aruba/AW-RIVM-17604/2021	ncov	2021-03-07	Caribbean	Aruba	EPI_ISL_1371248
hCoV-19/Aruba/AW-RIVM-17614/2021	ncov	2021-03-06	Caribbean	Aruba	EPI_ISL_1371254
hCoV-19/Aruba/AW-RIVM-17612/2021	ncov	2021-03-05	Caribbean	Aruba	EPI_ISL_1371252
hCoV-19/Aruba/AW-RIVM-17579/2021	ncov	2021-03-06	Caribbean	Aruba	EPI_ISL_1371229
hCoV-19/Aruba/AW-RIVM-17567/2021	ncov	2021-03-06	Caribbean	Aruba	EPI_ISL_1371222
hCoV-19/Curacao/CW-RIVM-18438/2021	ncov	2021-03-04	Caribbean	Curacao	EPI_ISL_1370654
hCoV-19/Curacao/CW-RIVM-18425/2021	ncov	2021-03-02	Caribbean	Curacao	EPI_ISL_1370648
hCoV-19/DominicanRepublic/Yale-2277/2021	ncov	2021-02-12	Caribbean	Dominican Republic	EPI_ISL_1378833
hCoV-19/DominicanRepublic/Yale-2283/2021	ncov	2021-03-11	Caribbean	Dominican Republic	EPI_ISL_1378839
hCoV-19/Lithuania/S21C937/2021	ncov	2021-03-10	Europe	Lithuania	EPI_ISL_1384788
hCoV-19/Scotland/QEUH-13EDC96/2021	ncov	2021-03-15	Europe	United Kingdom	EPI_ISL_1346079
hCoV-19/Japan/PG-19955/2020	ncov	2020-08-11	Asia	Japan	EPI_ISL_1124410
hCoV-19/Guadeloupe/IPP06233/2021	ncov	2021-03-02	Caribbean	Guadeloupe	EPI_ISL_1416972
hCoV-19/France/BRE-IPP06504/2021	ncov	2021-03-16	Europe	France	EPI_ISL_1417172
hCoV-19/Japan/PG-21339/2021	ncov	2021-01-28	Asia	Japan	EPI_ISL_1425596
hCoV-19/Japan/PG-27048/2020	ncov	2020-12-14	Asia	Japan	EPI_ISL_1431235
hCoV-19/FrenchGuiana/IPP02877/2021	ncov	2021-01-25	South America	French Guiana	EPI_ISL_1001441
hCoV-19/Germany/NW-RKI-I-050443/2021	ncov	2021-03-10	Europe	Germany	EPI_ISL_1432607
hCoV-19/Finland/HEL-19-V227/2021	ncov	2021-01-25	Europe	Finland	EPI_ISL_1082062
hCoV-19/Aruba/AW-RIVM-14900/2021	ncov	2021-02-14	Caribbean	Aruba	EPI_ISL_1165618
hCoV-19/NorthernMarianaIslands/CDC-2-3831038/2020	ncov	2020-09-17	Oceania	Northern Mariana Islands	EPI_ISL_1169518
hCoV-19/Chile/RM-38862/2021	ncov	2021-02-23	South America	Chile	EPI_ISL_1321518
hCoV-19/USA/FL-CDC-QDX22719650/2021	ncov	2021-03-04	North America	USA	EPI_ISL_1422937
hCoV-19/Peru/LIM-INS-466/2020	ncov	2020-08-09	South America	Peru	EPI_ISL_1111364
hCoV-19/SintMaarten/SX-RIVM-13826/2021	ncov	2021-02-16	Caribbean	Sint Maarten	EPI_ISL_1090259
hCoV-19/SintMaarten/SX-RIVM-13852/2021	ncov	2021-02-16	Caribbean	Sint Maarten	EPI_ISL_1090262
hCoV-19/SintMaarten/SX-RIVM-13819/2021	ncov	2021-02-16	Caribbean	Sint Maarten	EPI_ISL_1090257
hCoV-19/Aruba/AW-RIVM-13675/2021	ncov	2021-02-12	Caribbean	Aruba	EPI_ISL_1090202
hCoV-19/SintMaarten/SX-RIVM-13833/2021	ncov	2021-02-16	Caribbean	Sint Maarten	EPI_ISL_1089818
hCoV-19/Japan/PG-18766/2021	ncov	2021-01-10	Asia	Japan	EPI_ISL_1127608
hCoV-19/Japan/PG-17321/2020	ncov	2020-11-28	Asia	Japan	EPI_ISL_1131242
hCoV-19/USA/NJ-PHEL-20-19595/2020	ncov	2020-12-28	North America	USA	EPI_ISL_1164768
hCoV-19/USA/NMDOH-2021062426/2021	ncov	2021-02-16	North America	USA	EPI_ISL_1186049
hCoV-19/England/QEUH-112B1EA/2021	ncov	2021-01-24	Europe	United Kingdom	EPI_ISL_932449
hCoV-19/Denmark/DCGC-37781/2021	ncov	2021-01-18	Europe	Denmark	EPI_ISL_928922
hCoV-19/USA/ME-HETL-J1076/2021	ncov	2021-01-16	North America	USA	EPI_ISL_937401
hCoV-19/England/MILK-115334D/2021	ncov	2021-01-22	Europe	United Kingdom	EPI_ISL_938054
hCoV-19/PuertoRico/PR-CDC-S23/2020	ncov	2020-08-06	Caribbean	Puerto Rico	EPI_ISL_940897
hCoV-19/Portugal/PT2381/2021	ncov	2021-01-17	Europe	Portugal	EPI_ISL_941431
hCoV-19/PuertoRico/PR-CDC-S120/2020	ncov	2020-09-25	Caribbean	Puerto Rico	EPI_ISL_940987
hCoV-19/PuertoRico/PR-CDC-S83/2020	ncov	2020-08-27	Caribbean	Puerto Rico	EPI_ISL_940956
hCoV-19/PuertoRico/PR-CDC-S56/2020	ncov	2020-08-03	Caribbean	Puerto Rico	EPI_ISL_940929
hCoV-19/England/ALDP-115D729/2021	ncov	2021-01-24	Europe	United Kingdom	EPI_ISL_937639
hCoV-19/England/ALDP-115DD18/2021	ncov	2021-01-25	Europe	United Kingdom	EPI_ISL_937617
hCoV-19/France/IDF-IPP01405/2021	ncov	2021-01-15	Europe	France	EPI_ISL_941078
hCoV-19/USA/VA-DCLS-2473/2020	ncov	2020-11-10	North America	USA	EPI_ISL_942381
hCoV-19/Indonesia/JK-EIJK111/2020	ncov	2020-12-18	Asia	Indonesia	EPI_ISL_947315
hCoV-19/Israel/CVL-1555/2021	ncov	2021-01-05	Asia	Israel	EPI_ISL_944294
hCoV-19/England/ALDP-11507AE/2021	ncov	2021-01-23	Europe	United Kingdom	EPI_ISL_947675
hCoV-19/Japan/PG-18955/2021	ncov	2021-01-07	Asia	Japan	EPI_ISL_1127794
hCoV-19/SouthAfrica/KRISP-K008234/2021	ncov	2021-01-04	Africa	South Africa	EPI_ISL_944159
hCoV-19/Brazil/RS-CEVS-32082/2020	ncov	2020-07-16	South America	Brazil	EPI_ISL_944060
hCoV-19/England/ALDP-119CC89/2021	ncov	2021-01-27	Europe	United Kingdom	EPI_ISL_945392
hCoV-19/England/ALDP-1145593/2021	ncov	2021-01-22	Europe	United Kingdom	EPI_ISL_948668
hCoV-19/England/CAMC-1164ACC/2021	ncov	2021-01-25	Europe	United Kingdom	EPI_ISL_948300
hCoV-19/England/PORT-2E5913/2021	ncov	2021-01-12	Europe	United Kingdom	EPI_ISL_952575
hCoV-19/Switzerland/GE-33089227/2021	ncov	2021-01-27	Europe	Switzerland	EPI_ISL_953579
hCoV-19/USA/CA-CZB-18447/2021	ncov	2021-01-04	North America	USA	EPI_ISL_955435
hCoV-19/Rwanda/NRLNAT2038/2020	ncov	2020-08-25	Africa	Rwanda	EPI_ISL_960267
hCoV-19/Rwanda/NRLNAT2048/2020	ncov	2020-08-28	Africa	Rwanda	EPI_ISL_960249
hCoV-19/Australia/VIC18165/2021	ncov	2021-01-23	Oceania	Australia	EPI_ISL_962829
hCoV-19/Australia/QLD1545/2021	ncov	2021-02-05	Oceania	Australia	EPI_ISL_962180
hCoV-19/Portugal/IGC_g089/2020	ncov	2020-12-23	Europe	Portugal	EPI_ISL_960703
hCoV-19/England/ALDP-11CD5A2/2021	ncov	2021-01-31	Europe	United Kingdom	EPI_ISL_963194
hCoV-19/England/ALDP-1196487/2021	ncov	2021-01-26	Europe	United Kingdom	EPI_ISL_959011
hCoV-19/Germany/ST-MD588/2021	ncov	2021-02-03	Europe	Germany	EPI_ISL_960891
hCoV-19/USA/CA-ALSR-6442/2021	ncov	2021-01-13	North America	USA	EPI_ISL_962744
hCoV-19/Mozambique/INS-K008128/2021	ncov	2021-01-16	Africa	Mozambique	EPI_ISL_964934
hCoV-19/Mozambique/INS-K008133/2021	ncov	2021-01-16	Africa	Mozambique	EPI_ISL_964937
hCoV-19/Zambia/ZMB-34134/2020	ncov	2020-07-12	Africa	Zambia	EPI_ISL_977416
hCoV-19/Zambia/ZMB-33949/2020	ncov	2020-07-10	Africa	Zambia	EPI_ISL_977413
hCoV-19/Zambia/ZMB-79096/2021	ncov	2021-01-18	Africa	Zambia	EPI_ISL_977468
hCoV-19/Brazil/SP-1161/2020	ncov	2020-10-28	South America	Brazil	EPI_ISL_977482
hCoV-19/France/IDF-IPP00513/2021	ncov	2021-01-07	Europe	France	EPI_ISL_977663
hCoV-19/Canada/BC-BCCDC-10484/2020	ncov	2020-11-21	North America	Canada	EPI_ISL_975742
hCoV-19/Brazil/SP-1393/2021	ncov	2021-01-15	South America	Brazil	EPI_ISL_984247
hCoV-19/Switzerland/GE-33123197/2021	ncov	2021-01-30	Europe	Switzerland	EPI_ISL_981759
hCoV-19/USA/CA-CDPH-UC1475/2020	ncov	2020-09-01	North America	USA	EPI_ISL_984491
hCoV-19/England/CAMC-11E8DA9/2021	ncov	2021-02-03	Europe	United Kingdom	EPI_ISL_989373
hCoV-19/Nigeria/BCVL-18560/2021	ncov	2021-01-07	Africa	Nigeria	EPI_ISL_985103
hCoV-19/England/CAMC-1217775/2021	ncov	2021-02-06	Europe	United Kingdom	EPI_ISL_986446
hCoV-19/USA/NY-PRL-2021_0125_00D03/2021	ncov	2021-01-18	North America	USA	EPI_ISL_984882
hCoV-19/Peru/LIM-INS-733/2021	ncov	2021-01-12	South America	Peru	EPI_ISL_1138415
hCoV-19/England/ALDP-1184D81/2021	ncov	2021-01-25	Europe	United Kingdom	EPI_ISL_990720
hCoV-19/England/BRIS-25E6C3/2021	ncov	2021-01-03	Europe	United Kingdom	EPI_ISL_996488
hCoV-19/Mayotte/IPP02458/2021	ncov	2021-01-25	Africa	Mayotte	EPI_ISL_995374
hCoV-19/CostaRica/INC-0286/2021	ncov	2021-02-09	North America	Costa Rica	EPI_ISL_1196429
hCoV-19/England/QEUH-109D5D9/2021	ncov	2021-01-19	Europe	United Kingdom	EPI_ISL_994208
hCoV-19/France/IDF-IPP02566/2021	ncov	2021-01-29	Europe	France	EPI_ISL_1001303
hCoV-19/Bahamas/33854/2020	ncov	2020-11-10	Caribbean	The Bahamas	EPI_ISL_1415396
hCoV-19/England/MILK-11C375B/2021	ncov	2021-01-28	Europe	United Kingdom	EPI_ISL_1006527
hCoV-19/Ecuador/ZZL-5/2020	ncov	2020-10-30	South America	Ecuador	EPI_ISL_1013779
hCoV-19/Mayotte/IPP03076/2021	ncov	2021-01-27	Africa	Mayotte	EPI_ISL_1013384
hCoV-19/Mayotte/IPP03064/2021	ncov	2021-01-27	Africa	Mayotte	EPI_ISL_1013379
hCoV-19/Guadeloupe/IPP02982/2021	ncov	2021-01-27	Caribbean	Guadeloupe	EPI_ISL_1013435
hCoV-19/Guadeloupe/IPP02980/2021	ncov	2021-01-27	Caribbean	Guadeloupe	EPI_ISL_1013433
hCoV-19/Guadeloupe/IPP02979/2021	ncov	2021-01-27	Caribbean	Guadeloupe	EPI_ISL_1013432
hCoV-19/Guadeloupe/IPP02977/2021	ncov	2021-01-27	Caribbean	Guadeloupe	EPI_ISL_1013430
hCoV-19/Guadeloupe/IPP02985/2021	ncov	2021-01-27	Caribbean	Guadeloupe	EPI_ISL_1013436
hCoV-19/Guadeloupe/IPP02967/2021	ncov	2021-01-29	Caribbean	Guadeloupe	EPI_ISL_1013423
hCoV-19/Guadeloupe/IPP02975/2021	ncov	2021-01-28	Caribbean	Guadeloupe	EPI_ISL_1013429
hCoV-19/Guadeloupe/IPP02974/2021	ncov	2021-01-28	Caribbean	Guadeloupe	EPI_ISL_1013428
hCoV-19/Guadeloupe/IPP02973/2021	ncov	2021-01-28	Caribbean	Guadeloupe	EPI_ISL_1013427
hCoV-19/Guadeloupe/IPP02969/2021	ncov	2021-01-28	Caribbean	Guadeloupe	EPI_ISL_1013425
hCoV-19/Guadeloupe/IPP02962/2021	ncov	2021-01-30	Caribbean	Guadeloupe	EPI_ISL_1013418
hCoV-19/Norway/2928/2021	ncov	2021-01-25	Europe	Norway	EPI_ISL_1013490
hCoV-19/Mayotte/IPP00981/2021	ncov	2021-01-14	Africa	Mayotte	EPI_ISL_1013191
hCoV-19/Mayotte/IPP00971/2021	ncov	2021-01-12	Africa	Mayotte	EPI_ISL_1013182
hCoV-19/Mayotte/IPP00870/2021	ncov	2021-01-12	Africa	Mayotte	EPI_ISL_1013120
hCoV-19/Mayotte/IPP03171/2021	ncov	2021-01-29	Africa	Mayotte	EPI_ISL_1013229
hCoV-19/Guadeloupe/IPP02972/2021	ncov	2021-01-28	Caribbean	Guadeloupe	EPI_ISL_1013216
hCoV-19/Mayotte/IPP03059/2021	ncov	2021-01-27	Africa	Mayotte	EPI_ISL_1013276
hCoV-19/Mayotte/IPP03039/2021	ncov	2021-01-27	Africa	Mayotte	EPI_ISL_1013262
hCoV-19/Curacao/CW-RIVM-11648/2021	ncov	2021-01-23	Caribbean	Curacao	EPI_ISL_1014269
hCoV-19/NewZealand/21CV0115/2021	ncov	2021-01-19	Oceania	New Zealand	EPI_ISL_1016881
hCoV-19/Aruba/AW-RIVM-11725/2021	ncov	2021-02-01	Caribbean	Aruba	EPI_ISL_1014352
hCoV-19/USA/WY-WPHL-21013492/2021	ncov	2021-02-09	North America	USA	EPI_ISL_1017960
hCoV-19/PuertoRico/PR-F1SR/2021	ncov	2021-01-13	Caribbean	Puerto Rico	EPI_ISL_1016495
hCoV-19/PuertoRico/PR-DZ7J/2021	ncov	2021-01-11	Caribbean	Puerto Rico	EPI_ISL_1016496
hCoV-19/PuertoRico/PR-DZ4H/2021	ncov	2021-01-11	Caribbean	Puerto Rico	EPI_ISL_1016498
hCoV-19/Aruba/AW-RIVM-11604/2021	ncov	2021-01-28	Caribbean	Aruba	EPI_ISL_1014617
hCoV-19/Aruba/AW-RIVM-11554/2021	ncov	2021-01-28	Caribbean	Aruba	EPI_ISL_1014635
hCoV-19/Aruba/AW-RIVM-11550/2021	ncov	2021-01-28	Caribbean	Aruba	EPI_ISL_1014639
hCoV-19/Aruba/AW-RIVM-11593/2021	ncov	2021-01-28	Caribbean	Aruba	EPI_ISL_1014627
hCoV-19/Aruba/AW-RIVM-11391/2021	ncov	2021-01-28	Caribbean	Aruba	EPI_ISL_1014666
hCoV-19/PuertoRico/PR-F048/2021	ncov	2021-01-11	Caribbean	Puerto Rico	EPI_ISL_1016500
hCoV-19/Netherlands/GE-RIVM-11470/2021	ncov	2021-01-24	Europe	Netherlands	EPI_ISL_1014526
hCoV-19/Curacao/CW-RIVM-21722/2020	ncov	2020-10-12	Caribbean	Curacao	EPI_ISL_1014560
hCoV-19/Curacao/CW-RIVM-21717/2020	ncov	2020-12-28	Caribbean	Curacao	EPI_ISL_1014565
hCoV-19/Curacao/CW-RIVM-21725/2020	ncov	2020-10-26	Caribbean	Curacao	EPI_ISL_1014558
hCoV-19/Curacao/CW-RIVM-21734/2020	ncov	2020-12-26	Caribbean	Curacao	EPI_ISL_1014549
hCoV-19/Curacao/CW-RIVM-11644/2021	ncov	2021-01-18	Caribbean	Curacao	EPI_ISL_1014590
hCoV-19/Curacao/CW-RIVM-11642/2021	ncov	2021-01-17	Caribbean	Curacao	EPI_ISL_1014592
hCoV-19/Curacao/CW-RIVM-11649/2021	ncov	2021-01-20	Caribbean	Curacao	EPI_ISL_1014586
hCoV-19/Curacao/CW-RIVM-11647/2021	ncov	2021-01-21	Caribbean	Curacao	EPI_ISL_1014587
hCoV-19/Denmark/DCGC-44119/2021	ncov	2021-02-01	Europe	Denmark	EPI_ISL_1024497
hCoV-19/Singapore/202/2021	ncov	2021-02-12	Asia	Singapore	EPI_ISL_1034270
hCoV-19/Aruba/AW-RIVM-12817/2021	ncov	2021-02-08	Caribbean	Aruba	EPI_ISL_1035236
hCoV-19/SintMaarten/SX-RIVM-10803/2021	ncov	2021-01-21	Caribbean	Sint Maarten	EPI_ISL_1035247
hCoV-19/SintMaarten/SX-RIVM-10825/2021	ncov	2021-01-21	Caribbean	Sint Maarten	EPI_ISL_1035241
hCoV-19/SintMaarten/SX-RIVM-10823/2021	ncov	2021-01-21	Caribbean	Sint Maarten	EPI_ISL_1035243
hCoV-19/Aruba/AW-RIVM-12805/2021	ncov	2021-02-08	Caribbean	Aruba	EPI_ISL_1035792
hCoV-19/USA/OK-USAFSAM-S0407/2021	ncov	2021-01-11	North America	USA	EPI_ISL_1036867
hCoV-19/Singapore/203/2021	ncov	2021-02-11	Asia	Singapore	EPI_ISL_1034271
hCoV-19/USA/WY-WPHL-21013543/2021	ncov	2021-02-05	North America	USA	EPI_ISL_1039781
hCoV-19/SouthAfrica/NHLS-UCT-GS-0972/2020	ncov	2020-10-26	Africa	South Africa	EPI_ISL_1040745
hCoV-19/SouthAfrica/NHLS-UCT-GS-1103/2020	ncov	2020-11-04	Africa	South Africa	EPI_ISL_1040772
hCoV-19/SouthAfrica/NHLS-UCT-GS-8358/2020	ncov	2020-12-21	Africa	South Africa	EPI_ISL_1040707
hCoV-19/USA/WI-UW-3378/2021	ncov	2021-02-02	North America	USA	EPI_ISL_1039894
hCoV-19/USA/WI-UW-3347/2021	ncov	2021-02-05	North America	USA	EPI_ISL_1039864
hCoV-19/SouthAfrica/KRISP-K008260/2021	ncov	2021-01-04	Africa	South Africa	EPI_ISL_1048450
hCoV-19/SouthAfrica/KRISP-K008543/2021	ncov	2021-01-18	Africa	South Africa	EPI_ISL_1048516
hCoV-19/Japan/IC-0791/2021	ncov	2021-02-09	Asia	Japan	EPI_ISL_1046788
hCoV-19/SouthAfrica/KRISP-K008607/2021	ncov	2021-02-01	Africa	South Africa	EPI_ISL_1048562
hCoV-19/England/LCST-24DC7B3/2020	ncov	2020-12-28	Europe	United Kingdom	EPI_ISL_1047932
hCoV-19/Scotland/EDB14974/2021	ncov	2021-02-08	Europe	United Kingdom	EPI_ISL_1047889
hCoV-19/England/CAMC-11AC3BE/2021	ncov	2021-01-27	Europe	United Kingdom	EPI_ISL_1047524
hCoV-19/England/OXON-F62DAC/2021	ncov	2021-01-31	Europe	United Kingdom	EPI_ISL_1051696
hCoV-19/USA/TX-HHD-2102102150/2021	ncov	2021-01-24	North America	USA	EPI_ISL_1059248
hCoV-19/Spain/VC-IBV-98014539/2021	ncov	2021-01-14	Europe	Spain	EPI_ISL_1060291
hCoV-19/England/MILK-12A6650/2021	ncov	2021-02-13	Europe	United Kingdom	EPI_ISL_1062694
hCoV-19/Belgium/rega-3129/2021	ncov	2021-02-08	Europe	Belgium	EPI_ISL_1064473
hCoV-19/SouthKorea/KDCA1403/2020	ncov	2020-07-05	Asia	South Korea	EPI_ISL_1063673
hCoV-19/FrenchGuiana/IPP03647/2021	ncov	2021-02-08	South America	French Guiana	EPI_ISL_1060588
hCoV-19/England/QEUH-12A817B/2021	ncov	2021-02-15	Europe	United Kingdom	EPI_ISL_1062493
hCoV-19/CostaRica/INC-0257/2021	ncov	2021-01-27	North America	Costa Rica	EPI_ISL_1067607
hCoV-19/CostaRica/INC-0277/2021	ncov	2021-02-10	North America	Costa Rica	EPI_ISL_1067604
hCoV-19/CostaRica/INC-0245/2021	ncov	2021-01-22	North America	Costa Rica	EPI_ISL_1067600
hCoV-19/CostaRica/INC-0236/2021	ncov	2021-01-12	North America	Costa Rica	EPI_ISL_1067623
hCoV-19/CostaRica/INC-0235/2021	ncov	2021-01-13	North America	Costa Rica	EPI_ISL_1067613
hCoV-19/CostaRica/INC-0244/2021	ncov	2021-01-22	North America	Costa Rica	EPI_ISL_1067588
hCoV-19/CostaRica/INC-0255/2021	ncov	2021-01-25	North America	Costa Rica	EPI_ISL_1067599
hCoV-19/CostaRica/INC-0252/2021	ncov	2021-01-24	North America	Costa Rica	EPI_ISL_1067593
hCoV-19/Denmark/DCGC-47757/2021	ncov	2021-02-15	Europe	Denmark	EPI_ISL_1067292
hCoV-19/Brazil/AM-FIOCRUZ-20892944LC/2020	ncov	2020-09-14	South America	Brazil	EPI_ISL_1068235
hCoV-19/Denmark/DCGC-47546/2021	ncov	2021-02-15	Europe	Denmark	EPI_ISL_1067081
hCoV-19/USA/TX-HMH-MCoV-20436/2021	ncov	2021-01-05	North America	USA	EPI_ISL_1074878
hCoV-19/USA/TX-HMH-MCoV-20664/2021	ncov	2021-01-05	North America	USA	EPI_ISL_1075106
hCoV-19/England/QEUH-12B6D94/2021	ncov	2021-02-16	Europe	United Kingdom	EPI_ISL_1071561
hCoV-19/England/MILK-1285F3E/2021	ncov	2021-02-10	Europe	United Kingdom	EPI_ISL_1071245
hCoV-19/Thailand/Bangkok-CONI-0459/2021	ncov	2021-01-20	Asia	Thailand	EPI_ISL_1073972
hCoV-19/England/MILK-1286AB4/2021	ncov	2021-02-11	Europe	United Kingdom	EPI_ISL_1071345
hCoV-19/USA/TX-HMH-MCoV-23626/2021	ncov	2021-01-13	North America	USA	EPI_ISL_1078156
hCoV-19/USA/TX-HMH-MCoV-22212/2021	ncov	2021-01-09	North America	USA	EPI_ISL_1076740
hCoV-19/England/ALDP-12DB054/2021	ncov	2021-02-18	Europe	United Kingdom	EPI_ISL_1083618
hCoV-19/England/QEUH-12C115E/2021	ncov	2021-02-17	Europe	United Kingdom	EPI_ISL_1084219
hCoV-19/England/CAMC-12CA29E/2021	ncov	2021-02-18	Europe	United Kingdom	EPI_ISL_1082930
hCoV-19/SouthAfrica/KRISP-K008345/2021	ncov	2021-01-12	Africa	South Africa	EPI_ISL_1086020
hCoV-19/SouthAfrica/KRISP-K008335/2021	ncov	2021-01-13	Africa	South Africa	EPI_ISL_1086032
hCoV-19/SouthAfrica/KRISP-K008452/2021	ncov	2021-01-11	Africa	South Africa	EPI_ISL_1086015
hCoV-19/PuertoRico/PR-CDC-S52/2020	ncov	2020-07-27	Caribbean	Puerto Rico	EPI_ISL_940925
hCoV-19/SintMaarten/SX-RIVM-13846/2021	ncov	2021-02-16	Caribbean	Sint Maarten	EPI_ISL_1090261
hCoV-19/SintMaarten/SX-RIVM-13897/2021	ncov	2021-02-16	Caribbean	Sint Maarten	EPI_ISL_1090273
hCoV-19/Curacao/CW-RIVM-13575/2021	ncov	2021-02-08	Caribbean	Curacao	EPI_ISL_1089997
hCoV-19/Curacao/CW-RIVM-13339/2021	ncov	2021-02-09	Caribbean	Curacao	EPI_ISL_1090036
hCoV-19/USA/CA-CDC-QDX21836668/2021	ncov	2021-02-06	North America	USA	EPI_ISL_1091011
hCoV-19/USA/CT-Yale-1407/2021	ncov	2021-01-21	North America	USA	EPI_ISL_1091861
hCoV-19/Belgium/rega-3404/2021	ncov	2021-02-15	Europe	Belgium	EPI_ISL_1093272
hCoV-19/SintMaarten/SX-RIVM-13854/2021	ncov	2021-02-16	Caribbean	Sint Maarten	EPI_ISL_1090264
hCoV-19/SintMaarten/SX-RIVM-13853/2021	ncov	2021-02-16	Caribbean	Sint Maarten	EPI_ISL_1090263
hCoV-19/SintMaarten/SX-RIVM-13881/2021	ncov	2021-02-16	Caribbean	Sint Maarten	EPI_ISL_1090270
hCoV-19/SintMaarten/SX-RIVM-13807/2021	ncov	2021-02-16	Caribbean	Sint Maarten	EPI_ISL_1090254
hCoV-19/USA/NY-PRL-2021_02_19_00G02/2021	ncov	2021-02-16	North America	USA	EPI_ISL_1097947
hCoV-19/USA/NY-Wadsworth-21008276-01/2021	ncov	2021-01-10	North America	USA	EPI_ISL_983125
hCoV-19/England/ALDP-1302B34/2021	ncov	2021-02-19	Europe	United Kingdom	EPI_ISL_1098927
hCoV-19/Scotland/QEUH-1292A6A/2021	ncov	2021-02-13	Europe	United Kingdom	EPI_ISL_1103081
